NAME_ONE,HAZARD_COD,BASIN_NAME,RIVER_STRE,DAM_HEIGHT,DAM_LENGTH,SURFACE_AR,YEARBUILT,longitude,latitude
Little Choconut Site 2c Dam,C,Susquehanna,Little Choconut Creek,59,590,6,1968,-75.9544444444,42.1825
Little Choconut Site 2e Dam,C,Susquehanna,Tr-Little Choconut Creek,58,410,1,1968,-75.9391666667,42.1661111111
Little Choconut Site 2a Dam,C,Susquehanna,Tr-Little Choconut Creek,33,530,4,1968,-75.9572222222,42.1466666667
Little Choconut Site 2b Dam,C,Susquehanna,Tr-Little Choconut Creek,56,790,4,1968,-75.9675,42.1772222222
Little Choconut Site 1A Dam,C,Susquehanna,Tr-Susquehanna River,35,525,2,1969,-75.9830555556,42.1602777778
Rockbottom Dam,A,Susquehanna,Susquehanna River,9,460,260,1936,-75.9033333333,42.095
Earl Edwards Recreational Pond Dam,D,Susquehanna,Tr-W Fork Little Snake Crk,0,0,0,0,-75.9447222222,42.0444444444
Finch Hollow Site 2 Dam,C,Susquehanna,Little Choconut Creek,57,1050,5,1973,-75.9422222222,42.1352777778
Henderson Lake Dam,A,Upper Hudson,Indian Brook,9,250,224,1900,-74.0602777778,44.0913888889
National Lead Company Dam,A,Upper Hudson,Hudson River,7,190,1,1961,-74.0630555556,44.0511111111
Leon Kramnich Wildlife Dam,A,Susquehanna,Tr-Glen Road Brook,7,218,11,1955,-75.6466666667,42.3416666667
Maurice Ireland Marsh Dam,A,Susquehanna,Tr-Kelsey Creek,8,225,3,1955,-75.5325,42.3444444444
Michael Mader Pond Dam,A,Susquehanna,Tr-Padget Brook,11,400,2,1956,-75.5783333333,42.3980555556
Aubrey Elliot Wildlife Dam,A,Susquehanna,Tr-Wilkins Brook,9,452,15,1956,-75.6266666667,42.33
Thomas L Ryan Dam,A,Susquehanna,Tr-Willey Brook,7,115,11,1956,-75.5316666667,42.38
Green & Wilbur Wildlife Pond Dam,A,Susquehanna,Tr-Wylie Brook,10,75,6,1956,-75.6544444444,42.2608333333
E Hosher Wildlife Pond Dam,A,Susquehanna,Tr-Ludlow Creek,8,250,5,1957,-75.7072222222,42.4938888889
Theodore Ruck Pond Dam,A,Susquehanna,Tr-Wheeler Brook,12,300,3,1960,-75.7138888889,42.3266666667
Kernan Pond Dam,A,Black River,Tr-Black River,19,400,7,1979,-75.2066666667,43.4783333333
Alder Pond Dam,C,Black River,Black River Canal,15,550,10,1850,-75.2097222222,43.4386111111
Little Beaver Lake Dam,A,Black River,Tr-Little Woodhull Creek,3,22,0,1981,-75.1361111111,43.4388888889
Gravesville Pond Dam,A,Mohawk,Mill Creek,9.4,0,10.9,1996,-75.1213888889,43.2522222222
Remington Arms Co Dam,A,Mohawk,Tr-Mohawk River,20,45,0,1917,-75.0416666667,43.0075
(128-0698),D,Mohawk,Steele Creek,0,0,0,0,-75.0416666667,43.0069444444
(128-0700),D,Mohawk,Tr-Steele Creek,0,0,0,0,-75.045,43.0022222222
Frankfort Recreational Dams #1 & #2,A,Mohawk,Mohawk River,20,0,0,0,-75.0666666667,43.0433333333
Newport Dam,A,Mohawk,West Canada Creek,9,305,23,1912,-75.0183333333,43.185
Newport Reservoir Dam,A,Mohawk,Tr-West Canada Creek,13,80,0,1917,-75.0208333333,43.1969444444
Poland Reservoir Dam,A,Mohawk,Tr-West Canada Creek,0,300,0,1917,-75.08,43.2152777778
Graffenburg Reservoir Dam,B,Mohawk,Tr-Starch Factory Creek,55,480,7,1854,-75.21,43.0475
Utica Reservoir #4 Dam,C,Mohawk,Ballou Creek,55,1700,34,1886,-75.2344444444,43.0738888889
Utica Reservoir #5 Dam,C,Mohawk,Ballou Creek Offstream,34,2640,23,1896,-75.2302777778,43.0761111111
Utica Reservoir #2 Dam,C,Mohawk,Ballou Creek Offstream,25,1380,13,1868,-75.2275,43.0741666667
Deerfield Reservoir #6 Dam,C,Mohawk,Tr-Reall Creek,50,3520,16,1900,-75.2097222222,43.1422222222
(128-0839),A,Mohawk,Beaver Creek,3,0,1,0,-75.24,43.2372222222
Camp Ballou Dam,A,Mohawk,Tr-Fergusun Creek,21,100,1,1939,-75.1475,43.0494444444
Pape Swimming Pond Dam,A,Mohawk,Wood Creek,10,110,1,1948,-75.15,43.1
A F Saunders Wildlife Pond Dam,D,Susquehanna,Tr-Tioughnioga River,6,0,13,0,-76.1736111111,42.5866666667
Belnap Briggs & Stremba Pond Dam,A,Susquehanna,Smith Brook,9,320,16,1953,-76.0186111111,42.5555555556
Little York Dam,B,Susquehanna,West Br Tioughnioga River,7,145,150,1956,-76.1633333333,42.6966666667
Speery & Stramba Wildlife Dam,A,Susquehanna,Tr-Merrill Creek,14,380,31,1956,-76.0116666667,42.5416666667
Leon Benedict Dam,D,Susquehanna,Otter Creek,5,0,4,0,-76.2583333333,42.6208333333
George Stramba Dam,0,Susquehanna,Merrill Creek,6,0,2,1958,-76.0125,42.5508333333
Floyd Slocum Pond Dam,0,Susquehanna,Merrill Creek,11,0,2,0,-76.0255555556,42.5127777778
Charlotte Angell Pond Dam,0,Susquehanna,Gridley Creek,12,0,2,1959,-76.13,42.5372222222
Clyde Cotterill Dam,A,Oswego,Tr-Virgil Creek,16,450,5,1966,-76.2391666667,42.505
Stanley Shearer Dam,A,Susquehanna,Tr-Mosquito Creek,12,0,2,1966,-76.1025,42.6288888889
John & Erma Arnold Pond Dam,A,Susquehanna,Tr-Tiougnioga River,9,380,2,1970,-76.0733333333,42.69
Otis Young Dam,A,Susquehanna,Tr-E Branch Tioughnioga River,14,1150,10,1974,-76.09,42.6936111111
Hope Lake Dam,B,Susquehanna,Tuller Creek,30,1132,22,1998,-76.1508333333,42.5122222222
Berkshire Grist Mill Dam,D,Susquehanna,East Branch Owego River,0,125,0,1902,-76.1819444444,42.3061111111
Perkins Mill Dam,D,Susquehanna,East Branch Owego River,0,95,0,0,-76.2030555556,42.4075
Harford Grist Mill Dam,D,Susquehanna,East Branch Owego Creek,0,150,0,0,-76.2063888889,42.4113888889
Edwards Dam,D,Susquehanna,Dudley Creek,10,150,0,1850,-76.0252777778,42.3566666667
Marathon Reservoir Dam,D,Susquehanna,None,0,0,0,0,-76.0291666667,42.44
Viehweger Dam,A,Susquehanna,Tr-Culver Creek,8,435,10,1951,-76.0733333333,42.3783333333
L D Marinus Pond Dam  (085-1461),0,Susquehanna,Tr-Owego River,10,0,2,1951,-76.1777777778,42.2513888889
Murrock Marsh Dam,A,Eastern Lake Ontario,Tr-Stebbins Creek,5,75,2,1953,-75.6872222222,43.9008333333
Neil Burns Marsh Dam,A,Black River,Tr-Deer River,7,100,4,1954,-75.7361111111,43.8055555556
H Farrington Young Pond Dam,A,Black River,Tr-Deer River,11,340,3,1958,-75.7047222222,43.7836111111
Edward C Yancey Pond Dam,A,Black River,Tr-Mill Creek,13,413,9,1961,-75.6180555556,43.8025
Millard Pond Dam,A,Black River,Tr-Deer River,9,100,2,1975,-75.7266666667,43.7591666667
Pleasant Lake Dam,A,Black River,Tr-Black River,5,73,0,0,-75.6666666667,43.945
Long Falls Dam,A,Black River,Black River,10,450,2,0,-75.6225,43.98
Kings Falls Dam,A,Black River,Deer River,12,190,3,1989,-75.6313888889,43.9208333333
Jeffrey Beyer Dam,A,Black River,Tr-Mill Creek,16,0,1,1988,-75.5519444444,43.7755555556
Little Pond Dam,A,Upper Hudson,Glen Creek,5,75,4,1976,-73.9616666667,43.5205555556
Brant Lake Lower Dam,B,Upper Hudson,Tr-Schroon River,18,91,3,1907,-73.7527777778,43.6761111111
Pack Forest Lake Dam,A,Upper Hudson,Tr-Millington Brook,10,100,77,0,-73.8113888889,43.5516666667
Tripp Pond Dam,A,Upper Hudson,Tr-Chester Creek,3,22,0,0,-73.7977777778,43.6011111111
Dippikill Pond Dam,A,Upper Hudson,Dippikill Pond Outlet,11,70,15,1991,-73.875,43.5683333333
Shallow Pond Dam,D,Upper Hudson,Trib-Glen Creek,15,0,0,0,-73.9144444444,43.5705555556
Corinth Lower Reservoir Dam,A,Upper Hudson,Hickok Brook,20,100,0.5,1910,-73.8594444444,43.2502777778
Dingman Dam,A,Upper Hudson,Schaeffers Brook,12,25,2,1916,-73.8216666667,43.2841666667
Edward L Terrel Jr Dam #1,A,Susquehanna,Tr-Ouaquaga Creek,8,170,13,1953,-75.6786111111,42.1863888889
Joseph Torch Lake Dam,B,Susquehanna,Honey Hollow Creek,31,380,7,1966,-75.7080555556,42.0155555556
Orville Jay Hine Pond Dam,A,Susquehanna,Tr-Cornell Creek,12,350,1,1963,-75.5194444444,42.1836111111
Charles Kaskey Dam,A,Susquehanna,Tr-Cascade Creek,10,384,21,1964,-75.5983333333,42.0316666667
Robert T Johnson Pond Dam,A,Susquehanna,Tr-Sage Creek,12,300,4,1964,-75.6986111111,42.1675
Glen Butts Pond Dam,A,Susquehanna,Tr-Cornell Creek,10,350,4,1965,-75.5533333333,42.1897222222
Hawkins Pond Dam,A,Susquehanna,Denton Creek,17,300,24,1976,-75.65,42.0016666667
Clark L Hackley Recreational Pond Dam,A,Susquehanna,Tr-Osborne Creek,13,650,1,1967,-75.7188888889,42.2286111111
Boy Scouts Of America Pond Dam,A,Delaware,Tr-Fly Creek,18,360,1,1969,-75.5188888889,42.0180555556
Nathaniel Cole Park Dam,B,Susquehanna,Still Creek,46,1590,55,1973,-75.7033333333,42.14
Walter Elson Pond Dam,A,Susquehanna,Tr-Susquehanna River,11,550,6,1973,-75.5591666667,42.2333333333
William J Weaver Dam,A,Susquehanna,Tr-Tuscarora Creek,13,1130,22,1974,-75.5966666667,42.0933333333
Joseph Paoletti Jr Pond Dam,A,Susquehanna,Sanford Creek,16,400,5,1975,-75.7002777778,42.0608333333
Marsh Pond Dam,A,Susquehanna,Tr-Susquehanna River,6,100,38,0,-75.54,42.1216666667
(130-0818),D,Susquehanna,Wharton Creek,0,0,0,0,-75.1836111111,42.7347222222
(130-0837),0,Susquehanna,Tr-Otego Creek,0,0,0,0,-75.0516666667,42.6497222222
(130-0844),D,Susquehanna,Otego Creek,0,0,0,0,-75.0502777778,42.6647222222
Hartwick Distribution Pond Dam,D,Susquehanna,Tr-Otego Creek,15,35,1,1900,-75.0380555556,42.66
Hartwick Reservoir Dam,B,Susquehanna,Tr-Otego Creek,23,100,20,1924,-75.0308333333,42.6613888889
(130-0892),D,Susquehanna,Oaks Creek,0,0,0,0,-75.0027777778,42.7244444444
(130-0893),D,Susquehanna,Oaks Creek,0,0,0,0,-75.0033333333,42.7311111111
Finch Hollow Site 1 Dam,C,Susquehanna,Tr-Little Choconut Creek,62,750,5,1973,-75.9755555556,42.1347222222
Chenango Lake State Park Dam,A,Susquehanna,Tr-Chenango River,14,150,25,1930,-75.8366666667,42.205
Fendick Dam,D,Susquehanna,Tr-Brooks Creek,18,130,1,0,-75.9513888889,42.2163888889
St Johns Pond Dam,A,Susquehanna,Glen Castle Creek,8,100,19,0,-75.9447222222,42.2077777778
Broome Corporate Park Pond Dam #1,B,Susquehanna,Tr-Susquehanna River,14,865,4,1987,-75.8091666667,42.0402777778
Broome Corporate Park Pond Dam #2,C,Susquehanna,Tr-Susquehanna River,13,1450,3,1986,-75.8197222222,42.0594444444
Ben Daniels Dam,B,Susquehanna,None,25,600,3,1990,-75.8630555556,42.1555555556
Conklin Players Club Dam,B,Susquehanna,Tr-Susquehanna River,20,640,10,1990,-75.8058333333,42.0238888889
Brandywine Creek Site 1 Dam,C,Susquehanna,Brandywine Creek,76,608,2,1995,-75.8838888889,42.1272222222
Vestal Hills Golf Club Dam,B,Susquehanna,,14.5,0,1.75,0,-75.9377777778,42.0533333333
Edelweiss Lane Upper Dam,A,Susquehanna,Tr-Thomas Creek,17,305,0.3,1992,-75.8838888889,42.1961111111
Edelweiss Lane Lower Dam,D,Susquehanna,Tr-Thomas Creek,18,170,0,1992,-75.8811111111,42.1944444444
Storti Pond Dam,0,Susquehanna,,0,0,0,0,-75.8530555556,42.0947222222
Blue Top Dam,B,Susquehanna,Tr-Phelps Creek,19.5,650,4.1,2000,-75.85,42.0683333333
Tee 18 Pond And Dam,A,Susquehanna,Unamed,7,0,0,2003,-75.9416666667,42.0463888889
Consolidated Water Co Dist Res Dam,A,Mohawk,None,0,0,13,0,-75.4369444444,43.0777777778
Sauquoit Spinning Co Dam,A,Mohawk,Sauquoit Creek,0,150,0,1915,-75.2916666667,43.0844444444
Marcy Reservoir Dam,A,Mohawk,Crane Creek,32,564,16,1919,-75.29,43.1683333333
(115-0862),D,Mohawk,White Creek,0,0,0,0,-75.37,43.0177777778
Waterburys Dam,A,Mohawk,Oriskany Creek,0,110,0,1916,-75.3361111111,43.1344444444
Hoy Pond Dam,A,"East St. Lawrence, Grass",Chateaugay River,7,200,1,1965,-74.0416666667,44.8583333333
Forge Dam,B,"East St. Lawrence, Grass",Chateaugay River,25,230,568,1921,-74.0411111111,44.8413888889
Schwartz Estate Pond Dam 6,B,Lower Hudson,Mahwah River,17.5,0,3,0,-74.1122222222,41.1244444444
Schwartz Estate Pond Dam 7,A,Lower Hudson,Mahwah River,7,0,0.4,0,-74.1130555556,41.1241666667
Lulinsky Lake Dam,D,Lower Hudson,Tr-Saddle River,7,150,1,1955,-74.0833333333,41.0813888889
John Patrick Pond Dam,B,Lower Hudson,Tr-Mahwah River,13,500,7,1955,-74.0763888889,41.1752777778
Tuxedo Park Association Lake Dam,A,Lower Hudson,Summit Brook,11,100,2,1956,-74.2291666667,41.1641666667
Indian Kill Reservoir Dam,B,Lower Hudson,Indian Kill,23,1200,52,1958,-74.2083333333,41.2366666667
John Wolanin Wildlife Marsh Pond Dam,A,Mohawk,Tr-Moyer Creek,12,550,5,1958,-75.175,43.025
Michael D George Farm Pond Dam,A,Mohawk,Tr-Reall Creek,14,550,1,1962,-75.2011111111,43.1491666667
George R Cogar Recreation Pond Dam,A,Mohawk,Tr-Sterling Creek,16,200,0,1974,-75.0522222222,43.1180555556
John Leitz Pond Dam,D,Mohawk,Tr-Moyer Creek,10,525,2,0,-75.1686111111,43.0194444444
Standard Dairy Ice Pond Dam,D,Susquehanna,Tr-Tioughnioga River,0,0,0,0,-75.95,42.7352777778
Ben Bradley Wildlife Dam & Dike,A,Susquehanna,Dog Hollow Creek,11,375,17,1951,-75.96,42.6816666667
Phelps & Field Marsh Dam,A,Susquehanna,Mead Brook,7,180,11,1954,-75.9730555556,42.5811111111
Leon Davis Wildlife Pond Dam,A,Susquehanna,Tr-Clading Brook,6,170,6,1954,-75.765,42.6358333333
Donald Cook Wildlife Pond Dam,A,Susquehanna,Tr-Gee Brook,9,400,16,1956,-75.9733333333,42.5358333333
Suarez Wildlife Pond Dam,A,Susquehanna,Tr-Gee Brook,7,200,10,1956,-75.9336111111,42.5166666667
Chenango 17 Wildlife Pond Dam,A,Susquehanna,Tr-Genegantslet Creek,9,250,15,1957,-75.8241666667,42.5319444444
Monroe B Guisbond Pond Dam,A,Susquehanna,Weeks Brook,10,200,2,1958,-75.985,42.6852777778
Kiwanis Club Pond Dam,A,Susquehanna,Tr-Chenango Creek,11,640,2,1960,-75.9716666667,42.5966666667
Emory East Farm Pond Dam,A,Susquehanna,Tr-Ashbell Brook,15,225,1,1964,-75.8075,42.7241666667
Charles Murray Sr Farm Pond Dams A&b,A,Susquehanna,Tr-Chenango Creek,8,1075,7,1965,-75.9875,42.6755555556
Genegantslet Lake Dam,C,Susquehanna,Tr-Genegantslet Creek,10,300,105,1900,-75.7711111111,42.5088888889
Balsam Swamp Dam,B,Susquehanna,Balsam Creek,19,355,121,1966,-75.7613888889,42.5461111111
Lloyd Sutton Dam,B,Susquehanna,Tr-Dog Hollow Creek,12,1590,8,1968,-75.9686111111,42.6877777778
Suarez Pond Dam,A,Unknown,,24,400,1.5,0,-75.9416666667,42.6069444444
Teutel Dam,A,Unknown,Pond Creek,0,0,0,2008,-75.8902777778,42.5791666667
Whitney Point Dam,C,Susquehanna,Otselic River,95,4900,3340,1942,-75.965,42.3394444444
Neurath Micro-hydro Dam,A,Oswegatchie,Beaver Creek - South Branch,2,6,0,0,-75.4225,44.4813888889
Smithline Wrp Dam,A,Western St. Lawrence,,11,520,16,1998,-75.375,44.3458333333
Harrisville Dam,A,Oswegatchie,W Branch Oswegatchie River,23,386,17,1910,-75.3194444444,44.1555555556
Austin Dam,D,Oswegatchie,W Branch Oswegatchie River,0,40,0,1873,-75.3458333333,44.1111111111
Far & Read Dam,D,Oswegatchie,Indian River,0,276,0,0,-75.4919444444,44.0705555556
Budlong Dam,D,Oswegatchie,Indian River,0,150,0,1912,-75.4888888889,44.0677777778
Unkurt Dam,A,Black River,,8,150,3,0,-75.6358333333,43.7719444444
Kenneth Madden Pond Dam,A,Susquehanna,Tr-Tracy Creek,13,440,2,1961,-76.0975,42.0311111111
Thomas Spence Pond Dam,D,Susquehanna,Tr-Choconut Creek,11,520,1,0,-76.0463888889,42.0672222222
Howard Cole Farm Pond Dam,A,Susquehanna,Tr-Owego Creek,10,440,2,1962,-76.2,42.175
W L Gardner Farm Pond Dam,A,Susquehanna,Tr-Apalachin Creek,12,520,1,1952,-76.1586111111,42.0513888889
Edward Demick Farm Pond Dam,A,Susquehanna,Tr-Bradley Creek,10,430,5,1964,-76.0219444444,42.1997222222
Fred Illg Farm Pond Dam,A,Susquehanna,Tr-Nanticoke Creek,13,575,6,1964,-76.0511111111,42.2238888889
Alexander Lake Dam,C,Susquehanna,Tr-East Branch Owego Creek,12,450,19,1965,-76.2002777778,42.2286111111
Patterson Brixius Grey Watershed 1 Dam,C,Susquehanna,Patterson Creek,65,1300,24,1966,-76.0188888889,42.1366666667
Orin Prichard Farm Pond Dam,A,Susquehanna,Tr-Susquehanna River,14,300,7,1966,-76.1333333333,42.0805555556
Nanticoke Creek Site 13 Dam,C,Susquehanna,Bradley Creek,57,700,41,1967,-76.0325,42.1644444444
Nicholas Kovalchick Rec Pond Dam,A,Susquehanna,Tr-Day Hollow Creek,11,570,1,1967,-76.1061111111,42.1313888889
Charles Meyers Recereational Pond Dam,A,Susquehanna,Tr-Crocker Creek,15,590,3,1968,-76.0855555556,42.1672222222
Gerhard Gartner Recreational Pond Dam,A,Susquehanna,Tr-Nanticoke Creek,12,610,1,1968,-76.1761111111,42.1361111111
Seven Lakes Council Gsa Rec Pond Dam,A,Susquehanna,Tr-Wilson Creek,13,640,1,1970,-76.1402777778,42.2369444444
Patterson Brixius Grey Watershed 2 Dam,C,Susquehanna,Brixius Creek,30,730,3,1973,-76.0402777778,42.1233333333
J Dickson Edson Recreational Pond Dam,A,Susquehanna,Tr-Allen Glen,13,530,1,1971,-76.2444444444,42.13
Spencers Lake Dam,B,Susquehanna,E Br Little Nanticoke Creek,30,700,21,1977,-76.1888888889,42.1047222222
Thomas F Nytch Dam,D,Susquehanna,Cork Hill Creek,20,610,0,1971,-76.0883333333,42.0016666667
Wilburt Widell Dam,D,Susquehanna,Deerlick Creek,35,0,0,0,-76.1875,42.05
Nanticoke Creek Site 7a Dam,C,Susquehanna,Tr-Nanticoke Creek,67,1300,11,1981,-76.0719444444,42.2241666667
John Kunzman Pond Dam,A,Susquehanna,Tr-Nanticoke Creek,8,335,5,0,-76.1069444444,42.1377777778
Brian Riechers Pond Dam,A,Susquehanna,Tr-Nanticoke Creek,11,500,2,0,-76.1125,42.2208333333
Fata Pond Dam,A,Susquehanna,,11,240,1.6,1999,-76.1019444444,42.1858333333
Kopcik Wetland Dam,A,Susquehanna,Tr-Bradley Creek,10,265,33,2001,-76.0319444444,42.2041666667
Pine Valley Campground Dam,A,Unknown,Nanticoke Creek,12,0,5.1,1950,-76.0872222222,42.1447222222
Harvey Pond Dam,A,Unknown,,22,0,0,2002,-76.1088888889,42.2366666667
Basket Lake Dam,A,Unknown,,9,57,8,1930,-76.0744444444,42.1058333333
Wesley Bullard Marsh Dam,A,Oswegatchie,Tr-Jewett Creek,3,200,20,1952,-75.8583333333,44.275
Furnace Brook Lake Dam,C,Lower Hudson,Furnace Brook,24,430,24,1913,-73.9033333333,41.2336111111
Still Lake Dam,C,Lower Hudson,Tr-New Croton Reservoir,16,540,24,1930,-73.8102777778,41.2027777778
Minkel Dam,B,Lower Hudson,Sing-Sing Brook,18,325,3,1929,-73.8463888889,41.1852777778
Middletown Reservoir Dam,A,Lower Hudson,Shawangunk Kill Creek,14,0,5,1925,-74.5416666667,41.4352777778
Bear Swamp Reservoir Dam,A,Lower Hudson,Tr-Basher Kill,17,340,40,1914,-74.5383333333,41.4916666667
Lake Hawthorne Dam,A,Lower Hudson,Tr-Neversink River,10,710,25,1927,-74.6272222222,41.3755555556
Sally Walker Lake Dam,A,Lower Hudson,Tr-Basher Kill,18,150,2,1953,-74.5994444444,41.4794444444
Ymca Camp Mcalister Dam,C,Delaware,Tr-Neversink River,26,460,14,1955,-74.6358333333,41.4383333333
Augustine Pond Dam,A,Delaware,Steeny Kill,11,280,8,1956,-74.7175,41.4552777778
Cahoonzie Lake Dam,B,Delaware,Tr-Shingle Kill,11,422,15,1956,-74.6955555556,41.4533333333
Lore Pond Dam,A,Delaware,Tr-Bush Kill Creek,14,500,5,1956,-74.7166666667,41.475
Guymard Lake Dam,B,Delaware,Tr-Neversink River,35,175,33,1858,-74.5958333333,41.4319444444
Alpert Pond Dam,D,Delaware,Tr-Basher Kill,34,275,0,0,-74.5805555556,41.4511111111
Camp Greenkill Dam,A,Delaware,Tr-Neversink River,11,200,5,1959,-74.6338888889,41.4311111111
Prospect Lake Dam,A,Delaware,Prospect Hill Brook,6,300,4,1959,-74.6383333333,41.4552777778
Sharpe Lake Dam,D,Lower Hudson,Rutgers Creek,20,200,4,1964,-74.5833333333,41.3166666667
Frank D Cuddeback Pond Dam,A,Delaware,Tr-Basher Kill,12,495,20,1964,-74.5733333333,41.465
Jones Pond Dam,A,Lower Hudson,Shawangunk Kill,10,160,1,1966,-74.5666666667,41.4
Sylvan Falls Dam,A,St. Regis River,W. Branch St. Regis River,8,136,4,1919,-74.7088888889,44.5766666667
(151-0289a),D,St. Regis River,West Branch St Regis River,0,0,0,0,-74.7116666667,44.5691666667
Saint Regis Falls Dam,A,St. Regis River,Saint Regis River,20,115,225,1947,-74.5466666667,44.6733333333
Blake Falls Dam,C,Raquette River,Raquette River,70,1593,703,1957,-74.7461111111,44.5022222222
Hopkinton Recreational Pond Dam,A,St. Regis River,Big Hollow Brook,10,300,1,1976,-74.7116666667,44.7058333333
Weller Pond Dam,A,St. Regis River,Weller Pond Outlet,15,225,58,0,-74.5966666667,44.5316666667
Sterling Pond Dam,A,Raquette River,Sterling Pond Outlet,3,25,65.2,1980,-74.73,44.545
Tannery Dam,0,Upper Hudson,Tr-Gordon Creek,6,30,1,1949,-73.8588888889,42.9966666667
Tope Pond Dam,A,Upper Hudson,Long Kill,4,65,1,1949,-73.8255555556,42.91
Colonie Dam,C,Mohawk,Stony Creek,57,926,295,1954,-73.8175,42.8063888889
Barney Road (east) Dam,A,Mohawk,Stony Creek,8,375,9,0,-73.8077777778,42.8463888889
Walden Knife Co Dam,A,Lower Hudson,Wallkill River,9,350,10,1916,-74.1925,41.5633333333
Groom Mill Pond Dam,A,Lower Hudson,Quassaic Creek,9,34,2,1925,-74.08,41.6033333333
(194-0606),D,Lower Hudson,Tr-Wallkill River,0,0,0,0,-74.1552777778,41.5897222222
Borden Home Pond Dam #1,A,Lower Hudson,Tr-Wallkill River,10,150,2,1891,-74.155,41.5963888889
Borden Home Pond Dam #2,A,Lower Hudson,Tr-Wallkill River,9,70,2,1910,-74.1702777778,41.5894444444
Borden Home Pond Dam #3,A,Lower Hudson,Tr-Wallkill River,20,180,4,1850,-74.1694444444,41.5988888889
Wallkill Mfg Co Dam,A,Lower Hudson,Wallkill River,5,280,3,1912,-74.1863888889,41.6058333333
Coles Pond Dam,A,Lower Hudson,Tr-Bushfield Creek,13,195,6,1925,-74.0961111111,41.67
Terhune Dam,0,Lower Hudson,Black Creek,7,95,2,1905,-74.0588888889,41.6933333333
Winona Lake Dam,A,Lower Hudson,Quassaic Creek,33,500,8,1932,-74.055,41.5225
Algonquin Park Pond #1 Dam,A,Lower Hudson,Quassaic Creek,10,19,2,0,-74.0608333333,41.5219444444
Algonquin Park Pond #2 Dam,A,Lower Hudson,Quassaic Creek,6,170,1,1936,-74.0594444444,41.5222222222
Algonquin Park Pond #3 Dam,A,Lower Hudson,Quassaic Creek,6,40,0.3,1936,-74.0583333333,41.5230555556
Smiley Dam,A,Lower Hudson,Peters Kill,8,131,1,1946,-74.2283333333,41.7391666667
Jenkins & Lueken Pond Dam,A,Lower Hudson,Tr-Mara Kill,9,700,1,1954,-74.1561111111,41.7336111111
Lake Vue Park Dam,B,Lower Hudson,Tr-Tin Brook,7,250,9,1954,-74.1855555556,41.5305555556
Sgro Pond Dam,A,Lower Hudson,Tr-Hudson River,10,210,3,1956,-74.025,41.5466666667
Tillson Lake Dam,C,Lower Hudson,Palmaghatt Kill,39,308,23,1930,-74.2469444444,41.6708333333
Greiner Bros Pond Dam,A,Lower Hudson,Tr-Hudson River,11,350,2,1955,-74.0097222222,41.6038888889
Borden Estate Dam,B,Lower Hudson,Borden Brook,18,696,20,1912,-74.1772222222,41.5886111111
Walker Farm Pond Dam #1,A,Lower Hudson,Tr-Black Creek,15,750,3,1961,-74.0430555556,41.7094444444
Diachishin Lake Dam,A,Lower Hudson,Tr-Gidneytown Creek,25,240,3,1962,-74.0416666667,41.595
Pecks Dam,B,Lower Hudson,Tr-Mara Kill,30,240,10,1962,-74.1688888889,41.7416666667
Corey Pond Dam,A,Lower Hudson,Tr-Shawangunk Kill,9,350,1,1962,-74.2341666667,41.6605555556
Town Hall Park Dam,D,Lower Hudson,Quassaic Creek,5,60,1,0,-74.0619444444,41.5311111111
Claville Paper Co Dam,A,Mohawk,Sauquoit Creek,35,60,0,1917,-75.2461111111,42.9697222222
(129-0825),D,Susquehanna,Unadilla River,0,0,0,0,-75.2483333333,42.8083333333
Mill Pond Dam,A,Susquehanna,Unadilla River,14,200,0,0,-75.2408333333,42.8427777778
(129-0863),D,Susquehanna,Tr-Wharton Creek,0,0,0,0,-75.1522222222,42.8027777778
West Winfield Dam,D,Susquehanna,Unadilla River,10,550,11,1913,-75.1927777778,42.8827777778
Chepatchet Mill Dam,A,Susquehanna,Unadilla River,0,100,0,1917,-75.1213888889,42.9105555556
Millers Mills Dam,A,Susquehanna,Unadilla River,20,200,30,1917,-75.0816666667,42.92
Otsego Marsh #8 Dist #1 Dam,0,Susquehanna,Tr-Wharton Creek,9,100,8,1952,-75.1777777778,42.8111111111
John Greseck Farm Pond Dam,D,Susquehanna,Tr-Hyder Creek,11,250,3,1955,-75.0683333333,42.8791666667
Sherwood Tuthill Marsh Dam #1,A,Susquehanna,Hyder Creek,8,500,11,1955,-75.0833333333,42.875
Barrett Welch Marsh Dam #1,A,Susquehanna,Tr-Wharton Creek,8,150,13,1957,-75.2083333333,42.7558333333
John Greseck Pond Dam,A,Susquehanna,Tr-Hyder Creek,11,250,4,1957,-75.0669444444,42.8783333333
Jackson Brothers Wildlife Marsh Dam,A,Susquehanna,Tr-Moyer Creek,8,250,116,1957,-75.1666666667,42.9916666667
Basswood Pond Dam,A,Susquehanna,Tr-Butternut Creek,20,665,16,1958,-75.1216666667,42.7516666667
Cantwell Brothers Farm Pond Dam,A,Susquehanna,Tr-Mink Creek,12,375,1,1960,-75.0444444444,42.8791666667
Canadarago Lake Dam,A,Susquehanna,Oaks Creek,6,65,1902,1963,-75.0183333333,42.78
William Keating Pond Dam,A,Susquehanna,Tr-Oaks Creek,13,600,3,1968,-75.0122222222,42.7738888889
Hans Frischknecht Pond Dam,A,Susquehanna,Tr-Unadilla River,7,0,5,1969,-75.2458333333,42.8916666667
